Region,Nodo,tac,lac,Total de Sectores,estado por sector,Relacion TAC-LAC,Color tecnologia,Color,Descripcion,Latitud,Longitud,Azimuth,BeamWidth,Height
REGION 4,VE0516U1900,,41018,3,OK,OK,#00FF00,#00FF00,,22.042917,-98.36119,"[92.0, 180.0, 275.0]","[65.0, 65.0, 65.0]",75
REGION 4,VE0514U850,,41018,3,OK,OK,#00FF00,#00FF00,,22.042917,-98.36119,"[92.0, 180.0, 275.0]","[65.0, 65.0, 65.0]",75
REGION 4,TA9617L2100,3862,,3,OK,OK,#00FF00,#00FF00,,22.726116,-99.41195,"[110.0, 220.0, 340.0]","[65.0, 65.0, 65.0]",75
REGION 4,TA9618U1900,,25018,3,OK,OK,#00FF00,#00FF00,,22.726116,-99.41195,"[110.0, 220.0, 340.0]","[65.0, 65.0, 65.0]",75
REGION 4,TA9617U850,,25018,3,OK,OK,#00FF00,#00FF00,,22.726116,-99.41195,"[110.0, 220.0, 340.0]","[65.0, 65.0, 65.0]",75
REGION 4,NL0588L2100,3847,,3,OK,OK,#00FF00,#00FF00,,26.311956,-99.5381,"[5.0, 145.0, 245.0]","[68.0, 68.0, 68.0]",60
REGION 4,NL4860U1900,,21013,3,OK,OK,#00FF00,#00FF00,,26.311956,-99.5381,"[5.0, 145.0, 245.0]","[68.0, 68.0, 68.0]",60
REGION 4,NL0588U850,,21013,3,OK,OK,#00FF00,#00FF00,,26.311956,-99.5381,"[5.0, 145.0, 245.0]","[68.0, 68.0, 68.0]",60
REGION 3,CH1994L2100,18182,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.637033,-106.098236,"[35.0, 160.0, 270.0]","[68.5, 66.5, 70.0]",21
REGION 3,CH1994U850,,21037,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.637033,-106.098236,"[35.0, 160.0, 270.0]","[68.5, 66.5, 70.0]",21
REGION 3,CH2397U1900,,21037,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.637033,-106.098236,"[35.0, 160.0, 270.0]","[68.5, 66.5, 70.0]",21
REGION 9,MX2836L2100,596,,3,OK,OK,#00FF00,#00FF00,,18.980364,-99.47912,"[247.0, 337.0, 337.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX2836U850,,22012,3,OK,OK,#00FF00,#00FF00,,18.980364,-99.47912,"[247.0, 337.0, 337.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX9252U1900,,22012,3,OK,OK,#00FF00,#00FF00,,18.980364,-99.47912,"[247.0, 337.0, 337.0]","[65.0, 65.0, 65.0]",20
REGION 6,GT7684L2100,23310,,3,OK,OK,#00FF00,#00FF00,,20.197702,-100.90827,"[25.0, 75.0, 165.0]","[69.0, 69.0, 69.0]",28
REGION 6,GT7905U1900,,21057,3,OK,OK,#00FF00,#00FF00,,20.197702,-100.90827,"[25.0, 75.0, 165.0]","[69.0, 69.0, 69.0]",28
REGION 6,GT7684U850,,21057,3,OK,OK,#00FF00,#00FF00,,20.197702,-100.90827,"[25.0, 75.0, 165.0]","[69.0, 69.0, 69.0]",28
REGION 4,TA4669L2100,3901,,3,OK,OK,#00FF00,#00FF00,,22.917278,-98.074585,"[70.0, 180.0, 325.0]","[65.0, 65.0, 65.0]",33
REGION 4,TA9334U1900,,48018,3,OK,OK,#00FF00,#00FF00,,22.917278,-98.074585,"[70.0, 180.0, 325.0]","[65.0, 65.0, 65.0]",33
REGION 4,TA4669U850,,48018,3,OK,OK,#00FF00,#00FF00,,22.917278,-98.074585,"[70.0, 180.0, 325.0]","[65.0, 65.0, 65.0]",33
REGION 3,CO1287L2100,18204,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.769,-102.98532,"[30.0, 150.0, 230.0]","[65.0, 65.0, 65.0]",30
REGION 3,CO1287U850,,15040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.769,-102.98532,"[30.0, 150.0, 230.0]","[65.0, 65.0, 65.0]",30
REGION 3,CO1298U1900,,15040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.769,-102.98532,"[30.0, 150.0, 230.0]","[65.0, 65.0, 65.0]",30
REGION 1,BS0040L2100,14097,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,22.967619,-109.79208,"[320.0, 195.0, 300.0]","[61.6, 61.6, 63.2]",32
REGION 1,BS0041U1900,,22042,3,OK,NOK,#00FF00,#000000,Relación sin existencia,22.967619,-109.79208,"[320.0, 195.0, 300.0]","[61.6, 61.6, 63.2]",32
REGION 1,BS0040U850,,22042,3,OK,NOK,#00FF00,#000000,Relación sin existencia,22.967619,-109.79208,"[320.0, 195.0, 300.0]","[61.6, 61.6, 63.2]",32
REGION 9,MX2752L2100,577,,3,OK,OK,#00FF00,#00FF00,,19.478308,-99.22906,"[17.0, 177.0, 267.0]","[65.0, 65.0, 65.0]",22
REGION 9,MX2752U850,,13004,3,OK,OK,#00FF00,#00FF00,,19.478308,-99.22906,"[17.0, 177.0, 267.0]","[65.0, 65.0, 65.0]",22
REGION 9,MX2453U1900,,13004,3,OK,OK,#00FF00,#00FF00,,19.478308,-99.22906,"[17.0, 177.0, 267.0]","[65.0, 65.0, 65.0]",22
REGION 9,097644L2100,602,,3,OK,OK,#00FF00,#00FF00,,19.50473,-99.200836,"[37.0, 157.0, 37.0]","[70.5, 70.5, 0.0]",25
REGION 9,097644U850,,11284,3,OK,OK,#00FF00,#00FF00,,19.50473,-99.200836,"[37.0, 157.0, 37.0]","[70.5, 70.5, 0.0]",25
REGION 4,CO9802L2100,3866,,3,OK,OK,#00FF00,#00FF00,,27.875143,-101.53833,"[60.0, 135.0, 340.0]","[68.0, 68.0, 68.0]",33.7
REGION 4,CO9802U850,,12073,3,OK,OK,#00FF00,#00FF00,,27.875143,-101.53833,"[60.0, 135.0, 340.0]","[68.0, 68.0, 68.0]",33.7
REGION 4,CO1459U1900,,12073,3,OK,OK,#00FF00,#00FF00,,27.875143,-101.53833,"[60.0, 135.0, 340.0]","[68.0, 68.0, 68.0]",33.7
REGION 9,DF0211L2100,522,,3,OK,OK,#00FF00,#00FF00,,19.437078,-99.16719,"[60.0, 167.0, 277.0]","[69.0, 69.0, 69.0]",20.85
REGION 9,DF1403U1900,,21005,3,OK,OK,#00FF00,#00FF00,,19.437078,-99.16719,"[60.0, 167.0, 277.0]","[69.0, 69.0, 69.0]",20.85
REGION 9,DF0211U850,,21005,3,OK,OK,#00FF00,#00FF00,,19.437078,-99.16719,"[60.0, 167.0, 277.0]","[69.0, 69.0, 69.0]",20.85
REGION 4,TA5868L2100,3883,,3,OK,OK,#00FF00,#00FF00,,22.746973,-98.989555,"[115.0, 236.0, 351.0]","[69.0, 70.5, 70.5]",30
REGION 4,TA5868U850,,15018,3,OK,OK,#00FF00,#00FF00,,22.746973,-98.989555,"[115.0, 236.0, 351.0]","[69.0, 70.5, 70.5]",30
REGION 4,TA6125U1900,,15018,3,OK,OK,#00FF00,#00FF00,,22.746973,-98.989555,"[115.0, 236.0, 351.0]","[69.0, 70.5, 70.5]",30
REGION 3,CH6637L2100,18180,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,30.410542,-107.88902,"[40.0, 172.0, 270.0]","[70.5, 70.5, 70.5]",30
REGION 3,CH3237U1900,,12070,3,OK,NOK,#00FF00,#000000,Relación sin existencia,30.410542,-107.88902,"[40.0, 172.0, 270.0]","[70.5, 70.5, 70.5]",30
REGION 9,MX3102L2100,550,,3,OK,OK,#00FF00,#00FF00,,19.684,-99.28334,"[73.0, 157.0, 278.0]","[69.0, 69.0, 70.5]",22.25
REGION 9,MX5106U1900,,11281,3,OK,OK,#00FF00,#00FF00,,19.684,-99.28334,"[73.0, 157.0, 278.0]","[69.0, 69.0, 70.5]",22.25
REGION 9,MX3102U850,,11281,3,OK,OK,#00FF00,#00FF00,,19.684,-99.28334,"[73.0, 157.0, 278.0]","[69.0, 69.0, 70.5]",22.25
REGION 9,MX2761L2100,609,,3,OK,OK,#00FF00,#00FF00,,19.537323,-99.15664,"[67.0, 157.0, 257.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX2761U850,,11539,3,OK,OK,#00FF00,#00FF00,,19.537323,-99.15664,"[67.0, 157.0, 257.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX7609U1900,,11539,3,OK,OK,#00FF00,#00FF00,,19.537323,-99.15664,"[67.0, 157.0, 257.0]","[65.0, 65.0, 65.0]",20
REGION 9,HI1206L2100,607,,3,OK,OK,#00FF00,#00FF00,,20.090527,-99.24316,"[22.0, 187.0, 295.0]","[65.0, 65.0, 65.0]",22
REGION 9,HI1206U850,,32007,3,OK,OK,#00FF00,#00FF00,,20.090527,-99.24316,"[22.0, 187.0, 295.0]","[65.0, 65.0, 65.0]",22
REGION 9,HI7789U1900,,32007,3,OK,OK,#00FF00,#00FF00,,20.090527,-99.24316,"[22.0, 187.0, 295.0]","[65.0, 65.0, 65.0]",22
REGION 4,CO8178L2100,3876,,3,OK,OK,#00FF00,#00FF00,,25.408592,-100.90289,"[50.0, 250.0, 340.0]","[68.0, 68.0, 68.0]",30
REGION 4,CO8178U850,,13014,3,OK,OK,#00FF00,#00FF00,,25.408592,-100.90289,"[50.0, 250.0, 340.0]","[68.0, 68.0, 68.0]",30
REGION 4,CO9743U1900,,13014,3,OK,OK,#00FF00,#00FF00,,25.408592,-100.90289,"[50.0, 250.0, 340.0]","[68.0, 68.0, 68.0]",30
REGION 1,BN1734L2100,14090,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.791594,-116.59047,"[82.0, 167.0, 332.0]","[65.0, 65.0, 65.0]",26
REGION 1,BN3488U1900,,12041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.791594,-116.59047,"[82.0, 167.0, 332.0]","[65.0, 65.0, 65.0]",26
REGION 1,BN1734U850,,12041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.791594,-116.59047,"[82.0, 167.0, 332.0]","[65.0, 65.0, 65.0]",26
REGION 4,NL5124L2100,3588,,2,OK,OK,#00FF00,#00FF00,,25.368406,-100.15998,"[53.0, 230.0, 53.0]","[69.5, 68.0, 69.5]",25
REGION 4,NL1488U1900,,34014,2,OK,OK,#00FF00,#00FF00,,25.368406,-100.15998,"[53.0, 230.0, 53.0]","[69.5, 68.0, 69.5]",25
REGION 4,NL5124U850,,34014,2,OK,OK,#00FF00,#00FF00,,25.368406,-100.15998,"[53.0, 230.0, 53.0]","[69.5, 68.0, 69.5]",25
REGION 4,NL5234U850,,34014,2,OK,OK,#00FF00,#00FF00,,25.368406,-100.15998,"[53.0, 230.0, 53.0]","[69.5, 68.0, 69.5]",25
REGION 9,DF5967L2100,566,,3,OK,OK,#00FF00,#00FF00,,19.444695,-99.085724,"[55.0, 177.0, 277.0]","[65.0, 65.0, 65.0]",20.8
REGION 9,DF1597U1900,,12081,3,OK,OK,#00FF00,#00FF00,,19.444695,-99.085724,"[55.0, 177.0, 277.0]","[65.0, 65.0, 65.0]",20.8
REGION 9,DF5967U850,,12081,3,OK,OK,#00FF00,#00FF00,,19.444695,-99.085724,"[55.0, 177.0, 277.0]","[65.0, 65.0, 65.0]",20.8
REGION 3,CH1882L2100,18175,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,26.931444,-105.72739,"[10.0, 70.0, 240.0]","[64.0, 64.0, 64.0]",30
REGION 3,CH1882U850,,16071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,26.931444,-105.72739,"[10.0, 70.0, 240.0]","[64.0, 64.0, 64.0]",30
REGION 3,CH3398U1900,,16071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,26.931444,-105.72739,"[10.0, 70.0, 240.0]","[64.0, 64.0, 64.0]",30
REGION 9,MX0167L2100,602,,4,OK,OK,#00FF00,#00FF00,,19.511581,-99.219635,"[37.0, 157.0, 287.0]","[65.0, 65.0, 65.0]",18.8
REGION 9,MX0167U850,,11284,3,OK,OK,#00FF00,#00FF00,,19.511581,-99.219635,"[37.0, 157.0, 287.0]","[65.0, 65.0, 65.0]",18.8
REGION 9,MX3555U1900,,11284,3,OK,OK,#00FF00,#00FF00,,19.511581,-99.219635,"[37.0, 157.0, 287.0]","[65.0, 65.0, 65.0]",18.8
REGION 4,CO9561L2100,18694,,3,OK,OK,#00FF00,#00FF00,,27.651112,-101.28283,"[70.0, 120.0, 290.0]","[68.0, 68.0, 68.0]",75.7
REGION 4,CO9662U1900,,23073,3,OK,OK,#00FF00,#00FF00,,27.651112,-101.28283,"[70.0, 120.0, 290.0]","[68.0, 68.0, 68.0]",75.7
REGION 4,CO9561U850,,23073,3,OK,OK,#00FF00,#00FF00,,27.651112,-101.28283,"[70.0, 120.0, 290.0]","[68.0, 68.0, 68.0]",75.7
REGION 2,SO3988L2100,13320,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.245655,-113.26366,"[100.0, 265.0, 330.0]","[70.5, 70.5, 70.5]",30
REGION 2,SO3988U850,,49052,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.245655,-113.26366,"[100.0, 265.0, 330.0]","[70.5, 70.5, 70.5]",30
REGION 2,SO7381U1900,,49052,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.245655,-113.26366,"[100.0, 265.0, 330.0]","[70.5, 70.5, 70.5]",30
REGION 4,CO4095L2100,3866,,3,OK,OK,#00FF00,#00FF00,,27.870777,-101.48186,"[50.0, 295.0, 325.0]","[68.0, 68.0, 68.0]",53.1
REGION 4,CO4095U850,,12073,3,OK,OK,#00FF00,#00FF00,,27.870777,-101.48186,"[50.0, 295.0, 325.0]","[68.0, 68.0, 68.0]",53.1
REGION 4,CO9667U1900,,12073,3,OK,OK,#00FF00,#00FF00,,27.870777,-101.48186,"[50.0, 295.0, 325.0]","[68.0, 68.0, 68.0]",53.1
REGION 2,SO7719L2100,12822,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.134102,-110.98376,"[50.0, 140.0, 290.0]","[70.5, 69.5, 69.5]",24
REGION 2,SO7719U850,,41061,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.134102,-110.98376,"[50.0, 140.0, 290.0]","[70.5, 69.5, 69.5]",24
REGION 2,SO3523U1900,,41061,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.134102,-110.98376,"[50.0, 140.0, 290.0]","[70.5, 69.5, 69.5]",24
REGION 2,SI1942L2100,12844,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.792336,-108.993454,"[135.0, 215.0, 330.0]","[70.5, 70.5, 70.5]",30
REGION 2,SI1942U850,,41078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.792336,-108.993454,"[135.0, 215.0, 330.0]","[70.5, 70.5, 70.5]",30
REGION 2,SI3186U1900,,41078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.792336,-108.993454,"[135.0, 215.0, 330.0]","[70.5, 70.5, 70.5]",30
REGION 2,SI3887U850,,41078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.792336,-108.993454,"[135.0, 215.0, 330.0]","[70.5, 70.5, 70.5]",30
REGION 1,BN1624L2100,14089,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.635555,-115.49869,"[71.0, 190.0, 309.0]","[65.0, 65.0, 65.0]",26
REGION 1,BN1624U850,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.635555,-115.49869,"[71.0, 190.0, 309.0]","[65.0, 65.0, 65.0]",26
REGION 1,BN2650U1900,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.635555,-115.49869,"[71.0, 190.0, 309.0]","[65.0, 65.0, 65.0]",26
REGION 6,QU5101L2100,23300,,4,OK,OK,#00FF00,#00FF00,,21.219566,-99.467514,"[120.0, 245.0, 310.0]","[65.0, 65.0, 65.0]",41
REGION 6,QU1307U1900,,21034,3,OK,OK,#00FF00,#00FF00,,21.219566,-99.467514,"[120.0, 245.0, 310.0]","[65.0, 65.0, 65.0]",41
REGION 6,QU5101U850,,21034,3,OK,OK,#00FF00,#00FF00,,21.219566,-99.467514,"[120.0, 245.0, 310.0]","[65.0, 65.0, 65.0]",41
REGION 4,SL6721L2100,3857,,3,OK,OK,#00FF00,#00FF00,,22.009611,-99.03467,"[16.0, 110.0, 270.0]","[70.5, 70.0, 70.0]",40
REGION 4,SL8168U1900,,21018,3,OK,OK,#00FF00,#00FF00,,22.009611,-99.03467,"[16.0, 110.0, 270.0]","[70.5, 70.0, 70.0]",40
REGION 4,SL6721U850,,21018,3,OK,OK,#00FF00,#00FF00,,22.009611,-99.03467,"[16.0, 110.0, 270.0]","[70.5, 70.0, 70.0]",40
REGION 4,TA2946L2100,3862,,3,OK,OK,#00FF00,#00FF00,,24.022585,-97.943474,"[100.0, 165.0, 270.0]","[65.0, 65.0, 65.0]",75
REGION 4,TA2946U850,,25018,3,OK,OK,#00FF00,#00FF00,,24.022585,-97.943474,"[100.0, 165.0, 270.0]","[65.0, 65.0, 65.0]",75
REGION 4,TA8567U1900,,25018,3,OK,OK,#00FF00,#00FF00,,24.022585,-97.943474,"[100.0, 165.0, 270.0]","[65.0, 65.0, 65.0]",75
REGION 3,CH1563L2100,18177,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.703192,-106.442635,"[30.0, 135.0, 255.0]","[70.5, 70.0, 70.0]",25
REGION 3,CH1563U850,,11070,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.703192,-106.442635,"[30.0, 135.0, 255.0]","[70.5, 70.0, 70.0]",25
REGION 6,JL5089L2100,23324,,2,OK,OK,#00FF00,#00FF00,,21.617819,-102.276184,"[350.0, 180.0, 350.0]","[69.5, 69.5, 69.5]",50
REGION 6,JL5089U850,,31091,2,OK,OK,#00FF00,#00FF00,,21.617819,-102.276184,"[350.0, 180.0, 350.0]","[69.5, 69.5, 69.5]",50
REGION 6,JL1403U1900,,31091,2,OK,OK,#00FF00,#00FF00,,21.617819,-102.276184,"[350.0, 180.0, 350.0]","[69.5, 69.5, 69.5]",50
REGION 1,BS3759L2100,14096,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.070477,-109.71651,"[30.0, 120.0, 255.0]","[65.0, 65.0, 65.0]",18
REGION 1,BS3759U850,,15042,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.070477,-109.71651,"[30.0, 120.0, 255.0]","[65.0, 65.0, 65.0]",18
REGION 1,BS3773U1900,,15042,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.070477,-109.71651,"[30.0, 120.0, 255.0]","[65.0, 65.0, 65.0]",18
REGION 4,CO2910L2100,3886,,3,OK,OK,#00FF00,#00FF00,,26.862404,-101.45042,"[110.0, 190.0, 310.0]","[68.0, 68.0, 68.0]",30
REGION 4,CO2910U850,,34073,3,OK,OK,#00FF00,#00FF00,,26.862404,-101.45042,"[110.0, 190.0, 310.0]","[68.0, 68.0, 68.0]",30
REGION 4,CO7124U1900,,34073,3,OK,OK,#00FF00,#00FF00,,26.862404,-101.45042,"[110.0, 190.0, 310.0]","[68.0, 68.0, 68.0]",30
REGION 9,HI1239L2100,1795,,3,OK,OK,#00FF00,#00FF00,,21.153723,-98.38622,"[102.0, 187.0, 357.0]","[65.0, 65.0, 65.0]",23
REGION 9,HI1461U1900,,29007,3,OK,OK,#00FF00,#00FF00,,21.153723,-98.38622,"[102.0, 187.0, 357.0]","[65.0, 65.0, 65.0]",23
REGION 9,HI1239U850,,29007,3,OK,OK,#00FF00,#00FF00,,21.153723,-98.38622,"[102.0, 187.0, 357.0]","[65.0, 65.0, 65.0]",23
REGION 6,GT7451L2100,23308,,3,OK,OK,#00FF00,#00FF00,,21.142195,-101.68164,"[0.0, 130.0, 270.0]","[65.0, 65.0, 65.0]",32.2
REGION 6,GT5053U1900,,12033,3,OK,OK,#00FF00,#00FF00,,21.142195,-101.68164,"[0.0, 130.0, 270.0]","[65.0, 65.0, 65.0]",32.2
REGION 9,092306L2100,575,,3,OK,OK,#00FF00,#00FF00,,19.360903,-99.27899,"[7.0, 7.0, 7.0]","[71.9, 71.9, 71.9]",3
REGION 9,092306U850,,12062,3,OK,OK,#00FF00,#00FF00,,19.360903,-99.27899,"[7.0, 7.0, 7.0]","[71.9, 71.9, 71.9]",3
REGION 2,SI9595L2100,12844,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.78486,-109.00428,"[20.0, 155.0, 245.0]","[68.0, 68.0, 68.0]",15.25
REGION 2,SI9595U850,,41078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.78486,-109.00428,"[20.0, 155.0, 245.0]","[68.0, 68.0, 68.0]",15.25
REGION 2,SI3178U1900,,41078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.78486,-109.00428,"[20.0, 155.0, 245.0]","[68.0, 68.0, 68.0]",15.25
REGION 2,SI1823L2100,19974,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.57863889,-109.1153056,"[46.0, 154.0, 264.0]","[70.5, 70.5, 70.5]",30
REGION 2,SI3248U1900,,26078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.57863889,-109.1153056,"[46.0, 154.0, 264.0]","[70.5, 70.5, 70.5]",30
REGION 2,SI1823U850,,26078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.57863889,-109.1153056,"[46.0, 154.0, 264.0]","[70.5, 70.5, 70.5]",30
REGION 4,NL2288L2100,3872,,3,OK,OK,#00FF00,#00FF00,,25.674833,-100.39086,"[100.0, 185.0, 305.0]","[68.0, 68.0, 68.0]",30
REGION 4,NL2288U850,,22014,3,OK,OK,#00FF00,#00FF00,,25.674833,-100.39086,"[100.0, 185.0, 305.0]","[68.0, 68.0, 68.0]",30
REGION 4,NL4978U1900,,22014,3,OK,OK,#00FF00,#00FF00,,25.674833,-100.39086,"[100.0, 185.0, 305.0]","[68.0, 68.0, 68.0]",30
REGION 9,DF9264L2100,594,,3,OK,OK,#00FF00,#00FF00,,19.43275,-99.14861,"[44.0, 156.0, 314.0]","[65.0, 65.0, 65.0]",24.7
REGION 9,DF9264U850,,13003,3,OK,OK,#00FF00,#00FF00,,19.43275,-99.14861,"[44.0, 156.0, 314.0]","[65.0, 65.0, 65.0]",24.7
REGION 9,DF4175U1900,,13003,3,OK,OK,#00FF00,#00FF00,,19.43275,-99.14861,"[44.0, 156.0, 314.0]","[65.0, 65.0, 65.0]",24.7
REGION 3,CH1692L2100,18173,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.748219,-106.444695,"[80.0, 170.0, 270.0]","[70.0, 70.5, 70.5]",24
REGION 3,CH1692U850,,13070,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.748219,-106.444695,"[80.0, 170.0, 270.0]","[70.0, 70.5, 70.5]",24
REGION 3,CH4165U1900,,13070,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.748219,-106.444695,"[80.0, 170.0, 270.0]","[70.0, 70.5, 70.5]",24
REGION 9,MX7210L2100,3076,,3,OK,OK,#00FF00,#00FF00,,19.957514,-99.84277,"[57.0, 207.0, 297.0]","[65.0, 65.0, 65.0]",30
REGION 9,MX9135U850,,27012,3,OK,OK,#00FF00,#00FF00,,19.957514,-99.84277,"[57.0, 207.0, 297.0]","[65.0, 65.0, 65.0]",30
REGION 9,MX2342U1900,,27012,3,OK,OK,#00FF00,#00FF00,,19.957514,-99.84277,"[57.0, 207.0, 297.0]","[65.0, 65.0, 65.0]",30
REGION 9,MX7210U850,,27012,3,OK,OK,#00FF00,#00FF00,,19.957514,-99.84277,"[57.0, 207.0, 297.0]","[65.0, 65.0, 65.0]",30
REGION 1,BN8284L2100,14112,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.5875,-115.353615,"[92.0, 197.0, 347.0]","[68.5, 69.0, 68.5]",30
REGION 1,BN2707U1900,,15079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.5875,-115.353615,"[92.0, 197.0, 347.0]","[68.5, 69.0, 68.5]",30
REGION 1,BN8284U850,,15079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.5875,-115.353615,"[92.0, 197.0, 347.0]","[68.5, 69.0, 68.5]",30
REGION 4,281880L2100,3907,,1,OK,NOK,#00FF00,#000000,Relación sin existencia,22.2907,-97.86956,[80.0],[22.9],5
REGION 4,281880U850,,39018,1,OK,NOK,#00FF00,#000000,Relación sin existencia,22.2907,-97.86956,[80.0],[22.9],5
REGION 9,MX1296L2100,550,,3,OK,OK,#00FF00,#00FF00,,19.703722,-99.21975,"[27.0, 157.0, 304.0]","[65.0, 65.0, 65.0]",29
REGION 9,MX1296U850,,11281,3,OK,OK,#00FF00,#00FF00,,19.703722,-99.21975,"[27.0, 157.0, 304.0]","[65.0, 65.0, 65.0]",29
REGION 9,MX1743U1900,,11281,3,OK,OK,#00FF00,#00FF00,,19.703722,-99.21975,"[27.0, 157.0, 304.0]","[65.0, 65.0, 65.0]",29
REGION 9,093671L2100,575,,1,OK,OK,#00FF00,#00FF00,,19.36621,-99.264565,[7.0],[71.9],3
REGION 9,093671U850,,12062,1,OK,OK,#00FF00,#00FF00,,19.36621,-99.264565,[7.0],[71.9],3
REGION 1,BN1602L2100,14089,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.63636,-115.47324,"[62.0, 172.0, 297.0]","[65.0, 65.0, 65.0]",27
REGION 1,BN1602U850,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.63636,-115.47324,"[62.0, 172.0, 297.0]","[65.0, 65.0, 65.0]",27
REGION 1,BN2587U1900,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.63636,-115.47324,"[62.0, 172.0, 297.0]","[65.0, 65.0, 65.0]",27
REGION 6,AG1682L2100,23301,,3,OK,OK,#00FF00,#00FF00,,21.93175,-102.29508,"[50.0, 180.0, 310.0]","[70.0, 69.5, 66.5]",30
REGION 6,AG2798U1900,,13091,3,OK,OK,#00FF00,#00FF00,,21.93175,-102.29508,"[50.0, 180.0, 310.0]","[70.0, 69.5, 66.5]",30
REGION 6,AG1682U850,,13091,3,OK,OK,#00FF00,#00FF00,,21.93175,-102.29508,"[50.0, 180.0, 310.0]","[70.0, 69.5, 66.5]",30
REGION 6,AG3300L2100,23301,,3,OK,OK,#00FF00,#00FF00,,21.92389,-102.28078,"[60.0, 180.0, 300.0]","[70.0, 68.5, 70.0]",26
REGION 6,AG3300U850,,13091,3,OK,OK,#00FF00,#00FF00,,21.92389,-102.28078,"[60.0, 180.0, 300.0]","[70.0, 68.5, 70.0]",26
REGION 3,CO0382L2100,18203,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.525,-103.427,"[30.0, 170.0, 270.0]","[65.0, 65.0, 65.0]",30
REGION 3,CO6568U1900,,14040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.525,-103.427,"[30.0, 170.0, 270.0]","[65.0, 65.0, 65.0]",30
REGION 3,CO0382U850,,14040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.525,-103.427,"[30.0, 170.0, 270.0]","[65.0, 65.0, 65.0]",30
REGION 1,BN4509L2100,14088,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.56584,-116.62124,"[57.0, 182.0, 312.0]","[64.0, 64.0, 64.0]",12
REGION 1,BN4509U850,,12044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.56584,-116.62124,"[57.0, 182.0, 312.0]","[64.0, 64.0, 64.0]",12
REGION 1,BN4538U1900,,12044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.56584,-116.62124,"[57.0, 182.0, 312.0]","[64.0, 64.0, 64.0]",12
REGION 9,150094L2100,550,,1,OK,OK,#00FF00,#00FF00,,19.659647,-99.18946,[7.0],[71.9],3
REGION 9,150095U1900,,11281,1,OK,OK,#00FF00,#00FF00,,19.659647,-99.18946,[7.0],[71.9],3
